Case ID,Activity,Complete Timestamp
Case4223,Closed,2010-04-13T07:10:28.000+03:00
Case4224,Assign seriousness,2011-02-14T09:47:22.000+02:00
Case4224,Take in charge ticket,2011-02-14T09:47:57.000+02:00
Case4224,Resolve ticket,2011-02-14T14:15:52.000+02:00
Case4224,Closed,2011-04-03T08:51:00.000+03:00
Case4225,Assign seriousness,2010-09-24T10:35:03.000+03:00
Case4225,Take in charge ticket,2010-09-24T12:54:42.000+03:00
Case4225,Resolve ticket,2010-09-24T13:03:16.000+03:00
Case4225,Resolve ticket,2010-09-24T13:03:16.000+03:00
Case4225,Resolve ticket,2010-09-24T13:18:22.000+03:00
Case4225,Take in charge ticket,2010-09-24T13:49:46.000+03:00
Case4225,Resolve ticket,2010-09-30T09:10:51.000+03:00
Case4225,Closed,2010-11-07T11:40:47.000+02:00
Case4226,Assign seriousness,2011-02-28T11:53:20.000+02:00
Case4226,Take in charge ticket,2011-02-28T11:56:31.000+02:00
Case4226,Resolve ticket,2011-03-01T14:45:27.000+02:00
Case4226,Closed,2011-04-06T11:00:30.000+03:00
Case4227,Assign seriousness,2010-11-30T11:01:26.000+02:00
Case4227,Take in charge ticket,2010-12-02T11:20:09.000+02:00
Case4227,Resolve ticket,2010-12-02T11:20:18.000+02:00
Case4227,Closed,2011-01-01T11:10:24.000+02:00
Case4227,Closed,2011-01-01T11:10:24.000+02:00
Case4228,Assign seriousness,2011-09-21T09:19:22.000+03:00
Case4228,Take in charge ticket,2011-09-21T15:59:13.000+03:00
Case4228,Take in charge ticket,2011-10-06T13:53:50.000+03:00
Case4228,Wait,2011-10-06T14:30:49.000+03:00
Case4228,Resolve ticket,2011-10-19T08:05:13.000+03:00
Case4228,Closed,2011-11-03T09:05:26.000+02:00
Case4229,Assign seriousness,2010-12-16T09:03:01.000+02:00
Case4229,Take in charge ticket,2010-12-16T11:21:39.000+02:00
Case4229,Resolve ticket,2011-01-18T10:06:04.000+02:00
Case4229,Closed,2011-02-02T10:06:28.000+02:00
Case4230,Assign seriousness,2012-06-05T15:44:38.000+03:00
Case4230,Take in charge ticket,2012-06-06T07:01:59.000+03:00
Case4230,Wait,2012-06-18T13:39:39.000+03:00
Case4230,Resolve ticket,2012-07-12T08:49:20.000+03:00
Case4230,Closed,2012-07-27T08:49:28.000+03:00
Case4231,Assign seriousness,2011-08-22T13:59:31.000+03:00
Case4231,Resolve ticket,2011-08-22T14:00:59.000+03:00
Case4231,Closed,2011-09-22T14:00:15.000+03:00
Case4232,Assign seriousness,2011-12-13T14:07:18.000+02:00
Case4232,Take in charge ticket,2011-12-14T16:14:41.000+02:00
Case4232,Resolve ticket,2011-12-20T17:01:50.000+02:00
Case4232,Closed,2012-01-25T14:10:46.000+02:00
Case4233,Assign seriousness,2012-04-02T13:33:49.000+03:00
Case4233,Take in charge ticket,2012-04-03T07:17:30.000+03:00
Case4233,Resolve ticket,2012-04-05T16:05:22.000+03:00
Case4233,Closed,2012-05-31T13:40:25.000+03:00
Case4234,Assign seriousness,2011-11-10T10:44:55.000+02:00
Case4234,Take in charge ticket,2011-11-18T14:13:26.000+02:00
Case4234,Resolve ticket,2011-12-07T16:27:33.000+02:00
Case4234,Resolve ticket,2011-12-07T16:27:34.000+02:00
Case4234,Closed,2011-12-22T16:27:46.000+02:00
Case4235,Assign seriousness,2011-11-08T11:58:32.000+02:00
Case4235,Resolve ticket,2011-11-08T11:58:42.000+02:00
Case4235,Closed,2012-01-06T12:01:04.000+02:00
Case4236,Assign seriousness,2011-02-15T09:48:01.000+02:00
Case4236,Take in charge ticket,2011-02-15T10:23:25.000+02:00
Case4236,Resolve ticket,2011-02-15T10:23:54.000+02:00
Case4236,Closed,2011-03-31T08:50:53.000+03:00
Case4237,Assign seriousness,2010-09-17T12:32:49.000+03:00
Case4237,Assign seriousness,2010-09-21T07:31:45.000+03:00
Case4237,Take in charge ticket,2010-09-21T07:31:56.000+03:00
Case4237,Wait,2010-09-23T09:36:56.000+03:00
Case4237,Take in charge ticket,2010-09-30T08:00:38.000+03:00
Case4237,Resolve ticket,2010-09-30T08:01:36.000+03:00
Case4237,Closed,2010-10-30T08:02:01.000+03:00
Case4238,Assign seriousness,2012-07-26T10:06:04.000+03:00
Case4238,Take in charge ticket,2012-07-26T10:45:35.000+03:00
Case4238,Resolve ticket,2012-07-26T13:22:41.000+03:00
Case4238,Closed,2012-09-02T10:10:27.000+03:00
Case4239,Assign seriousness,2011-10-06T10:28:06.000+03:00
Case4239,Take in charge ticket,2011-10-07T10:22:41.000+03:00
Case4239,Resolve ticket,2011-10-07T14:18:13.000+03:00
Case4239,Closed,2011-11-08T11:30:23.000+02:00
Case4240,Assign seriousness,2012-06-05T12:23:17.000+03:00
Case4240,Take in charge ticket,2012-06-05T12:53:05.000+03:00
Case4240,Resolve ticket,2012-06-05T15:21:21.000+03:00
Case4240,Closed,2012-07-06T12:30:27.000+03:00
Case4241,Assign seriousness,2013-04-18T16:00:26.000+03:00
Case4241,Take in charge ticket,2013-05-14T14:57:21.000+03:00
Case4241,Resolve ticket,2013-05-14T15:28:42.000+03:00
Case4241,Closed,2013-05-29T15:29:00.000+03:00
Case4242,Wait,2011-11-03T11:54:14.000+02:00
Case4242,Resolve ticket,2011-11-04T16:50:51.000+02:00
Case4242,Closed,2011-12-21T12:01:52.000+02:00
Case4243,Insert ticket,2010-05-04T13:58:19.000+03:00
Case4243,Assign seriousness,2010-05-04T15:12:20.000+03:00
Case4243,Take in charge ticket,2010-05-04T15:12:36.000+03:00
Case4243,Resolve ticket,2010-05-04T15:19:52.000+03:00
Case4243,Closed,2010-06-18T15:20:30.000+03:00
Case4244,Assign seriousness,2011-12-05T08:50:40.000+02:00
Case4244,Take in charge ticket,2011-12-05T08:53:10.000+02:00
Case4244,Wait,2011-12-05T09:03:01.000+02:00
Case4244,Wait,2011-12-05T15:56:55.000+02:00
Case4244,Resolve ticket,2011-12-13T09:22:29.000+02:00
Case4244,Closed,2012-01-27T09:22:56.000+02:00
Case4245,Assign seriousness,2011-11-10T11:31:09.000+02:00
Case4245,Take in charge ticket,2011-11-10T11:31:28.000+02:00
Case4245,Wait,2011-11-11T10:22:35.000+02:00
Case4245,Resolve ticket,2011-12-02T10:39:16.000+02:00
Case4245,Closed,2011-12-17T10:39:33.000+02:00
Case4246,Assign seriousness,2011-05-09T09:34:42.000+03:00
Case4246,Take in charge ticket,2011-05-09T09:34:57.000+03:00
Case4246,Resolve ticket,2011-05-09T09:49:18.000+03:00
Case4246,Closed,2011-06-22T09:40:32.000+03:00
Case4247,Assign seriousness,2010-04-07T14:23:36.000+03:00
Case4247,Take in charge ticket,2010-04-07T14:23:44.000+03:00
Case4247,Resolve ticket,2010-04-12T09:02:28.000+03:00
Case4247,Closed,2010-05-08T14:30:44.000+03:00
Case4248,Assign seriousness,2012-08-02T12:45:08.000+03:00
Case4248,Resolve ticket,2012-08-02T12:45:36.000+03:00
Case4248,Closed,2012-09-09T12:51:12.000+03:00
Case4249,Assign seriousness,2012-03-19T11:18:58.000+02:00
Case4249,Take in charge ticket,2012-03-20T11:45:59.000+02:00
Case4249,Resolve ticket,2012-03-22T14:47:44.000+02:00
Case4249,Closed,2012-05-04T10:20:24.000+03:00
Case4250,Assign seriousness,2010-09-13T10:05:55.000+03:00
Case4250,Take in charge ticket,2010-09-13T10:11:20.000+03:00
Case4250,Wait,2010-09-13T10:11:37.000+03:00
Case4250,Take in charge ticket,2010-09-16T10:03:27.000+03:00
Case4250,Wait,2010-09-21T07:36:30.000+03:00
Case4250,Take in charge ticket,2010-09-30T15:54:00.000+03:00
Case4250,Resolve ticket,2010-09-30T15:54:22.000+03:00
Case4250,Closed,2010-10-30T15:54:36.000+03:00
Case4251,Assign seriousness,2012-01-04T07:47:15.000+02:00
Case4251,Take in charge ticket,2012-01-09T11:56:18.000+02:00
Case4251,Resolve ticket,2012-01-16T13:07:55.000+02:00
Case4251,Resolve ticket,2012-01-16T13:07:56.000+02:00
Case4251,Closed,2012-03-02T17:00:30.000+02:00
Case4252,Assign seriousness,2011-04-19T08:21:40.000+03:00
Case4252,Take in charge ticket,2011-04-28T13:15:15.000+03:00
Case4252,Resolve ticket,2011-05-10T10:38:32.000+03:00
Case4252,Closed,2011-06-09T10:39:04.000+03:00
Case4253,Assign seriousness,2011-05-26T15:41:54.000+03:00
Case4253,Take in charge ticket,2011-05-26T15:42:28.000+03:00
Case4253,Wait,2011-06-10T08:01:03.000+03:00
Case4253,Take in charge ticket,2011-06-10T10:38:07.000+03:00
Case4253,Resolve ticket,2011-06-10T10:38:17.000+03:00
Case4253,Closed,2011-06-29T09:20:13.000+03:00
Case4254,Assign seriousness,2012-01-02T09:42:51.000+02:00
Case4254,Take in charge ticket,2012-01-02T09:43:06.000+02:00
Case4254,Wait,2012-01-09T08:35:57.000+02:00
Case4254,Resolve ticket,2012-01-09T13:16:04.000+02:00
Case4254,Closed,2012-02-24T14:30:36.000+02:00
Case4255,Assign seriousness,2013-08-16T10:38:51.000+03:00
Case4255,Take in charge ticket,2013-08-29T09:09:40.000+03:00
Case4255,Resolve ticket,2013-09-11T12:25:06.000+03:00
Case4255,Resolve ticket,2013-09-11T12:25:07.000+03:00
Case4255,Closed,2013-09-26T12:25:18.000+03:00
Case4256,Assign seriousness,2011-05-10T07:34:01.000+03:00
Case4256,Take in charge ticket,2011-05-10T07:34:27.000+03:00
Case4256,Resolve ticket,2011-05-10T08:20:17.000+03:00
Case4256,Closed,2011-06-10T07:40:31.000+03:00
Case4257,Assign seriousness,2013-05-21T16:26:19.000+03:00
Case4257,Take in charge ticket,2013-06-05T09:13:29.000+03:00
Case4257,Wait,2013-06-05T10:03:25.000+03:00
Case4257,Resolve ticket,2013-06-06T11:07:19.000+03:00
Case4257,Closed,2013-06-21T11:07:34.000+03:00
Case4258,Assign seriousness,2010-08-23T14:45:15.000+03:00
Case4258,Take in charge ticket,2010-08-24T08:54:53.000+03:00
Case4258,Resolve ticket,2010-08-24T11:14:58.000+03:00
Case4258,Closed,2010-10-06T14:50:39.000+03:00
Case4259,Assign seriousness,2013-11-18T09:47:25.000+02:00
Case4259,Take in charge ticket,2013-11-22T14:22:29.000+02:00
Case4259,Take in charge ticket,2013-12-06T16:38:46.000+02:00
Case4259,Resolve ticket,2013-12-06T16:38:55.000+02:00
Case4259,Closed,2013-12-21T16:39:10.000+02:00
Case4260,Assign seriousness,2012-04-20T10:18:54.000+03:00
Case4260,Take in charge ticket,2012-04-20T11:55:36.000+03:00
Case4260,Resolve ticket,2012-05-08T11:16:27.000+03:00
Case4260,Closed,2012-05-23T11:16:34.000+03:00
Case4261,Assign seriousness,2011-05-20T13:33:59.000+03:00
Case4261,Take in charge ticket,2011-05-20T13:34:46.000+03:00
Case4261,Wait,2011-05-24T08:54:51.000+03:00
Case4261,Resolve ticket,2011-06-10T14:10:59.000+03:00
Case4261,Closed,2011-07-10T14:11:54.000+03:00
Case4262,Assign seriousness,2012-02-14T11:55:20.000+02:00
Case4262,Take in charge ticket,2012-02-15T16:40:43.000+02:00
Case4262,Resolve ticket,2012-02-27T15:57:42.000+02:00
Case4262,Closed,2012-03-31T11:00:47.000+03:00
Case4263,Assign seriousness,2010-05-21T17:08:34.000+03:00
Case4263,Take in charge ticket,2010-05-27T08:11:19.000+03:00
Case4263,Wait,2010-05-27T11:04:56.000+03:00
Case4263,Take in charge ticket,2010-05-27T11:44:14.000+03:00
Case4263,Resolve ticket,2010-05-27T11:44:23.000+03:00
Case4263,Closed,2010-06-22T16:00:23.000+03:00
Case4264,Assign seriousness,2010-05-04T07:40:02.000+03:00
Case4264,Take in charge ticket,2010-05-05T10:12:41.000+03:00
Case4264,Resolve ticket,2010-05-05T10:19:58.000+03:00
Case4264,Closed,2010-06-04T07:51:58.000+03:00
Case4265,Assign seriousness,2011-10-20T13:36:37.000+03:00
Case4265,Resolve ticket,2011-10-20T13:37:02.000+03:00
Case4265,Closed,2011-12-03T14:42:52.000+02:00
Case4266,Insert ticket,2012-06-13T08:41:48.000+03:00
Case4266,Assign seriousness,2012-06-13T08:42:12.000+03:00
Case4266,Take in charge ticket,2012-06-15T07:28:27.000+03:00
Case4266,Resolve ticket,2012-06-18T09:42:34.000+03:00
Case4266,Closed,2012-07-29T08:51:01.000+03:00
Case4267,Assign seriousness,2012-01-13T11:48:56.000+02:00
Case4267,Take in charge ticket,2012-01-16T09:42:17.000+02:00
Case4267,Resolve ticket,2012-01-16T11:37:55.000+02:00
Case4267,Resolve ticket,2012-01-16T11:37:56.000+02:00
Case4267,Closed,2012-02-15T11:50:23.000+02:00
Case4268,Take in charge ticket,2013-11-05T11:18:19.000+02:00
Case4268,Wait,2013-11-05T14:22:35.000+02:00
Case4268,Resolve ticket,2013-12-04T16:32:35.000+02:00
Case4268,Closed,2013-12-19T16:32:47.000+02:00
Case4269,Assign seriousness,2012-08-03T10:41:12.000+03:00
Case4269,Take in charge ticket,2012-08-03T13:20:02.000+03:00
Case4269,Wait,2012-08-07T07:40:01.000+03:00
Case4269,Resolve ticket,2012-08-07T15:57:46.000+03:00
Case4269,Closed,2012-09-06T15:58:08.000+03:00
Case4270,Assign seriousness,2011-02-21T16:54:43.000+02:00
Case4270,Take in charge ticket,2011-02-21T16:55:03.000+02:00
Case4270,Resolve ticket,2011-03-09T15:36:21.000+02:00
Case4270,Closed,2011-04-08T14:36:43.000+03:00
Case4271,Assign seriousness,2011-12-21T15:24:59.000+02:00
Case4271,Take in charge ticket,2011-12-21T15:25:19.000+02:00
Case4271,Resolve ticket,2011-12-21T15:45:11.000+02:00
Case4271,Closed,2012-01-21T15:30:21.000+02:00
Case4272,Assign seriousness,2012-04-26T10:51:08.000+03:00
Case4272,Take in charge ticket,2012-04-26T10:55:30.000+03:00
Case4272,Resolve ticket,2012-04-26T13:07:26.000+03:00
Case4272,Closed,2012-05-31T11:01:18.000+03:00
Case4273,Assign seriousness,2011-04-18T10:00:17.000+03:00
Case4273,Assign seriousness,2011-04-18T10:01:04.000+03:00
Case4273,Take in charge ticket,2011-04-18T10:01:11.000+03:00
Case4273,Wait,2011-05-03T08:10:35.000+03:00
Case4273,Take in charge ticket,2011-05-17T12:39:50.000+03:00
Case4273,Resolve ticket,2011-05-17T12:39:58.000+03:00
Case4273,Closed,2011-06-01T12:40:08.000+03:00
Case4274,Assign seriousness,2011-04-01T15:41:00.000+03:00
Case4274,Take in charge ticket,2011-04-04T07:26:06.000+03:00
Case4274,Resolve ticket,2011-04-06T10:54:04.000+03:00
Case4274,Closed,2011-05-04T15:50:30.000+03:00
Case4275,Assign seriousness,2010-06-10T10:41:37.000+03:00
Case4275,Take in charge ticket,2010-06-10T13:52:20.000+03:00
Case4275,Wait,2010-06-14T09:03:44.000+03:00
Case4275,Take in charge ticket,2010-06-28T09:51:48.000+03:00
Case4275,Resolve ticket,2010-06-28T09:51:55.000+03:00
Case4275,Closed,2010-07-13T10:50:30.000+03:00
Case4276,Assign seriousness,2011-12-06T08:45:34.000+02:00
Case4276,Take in charge ticket,2011-12-06T15:19:23.000+02:00
Case4276,Resolve ticket,2011-12-07T09:58:38.000+02:00
Case4276,Closed,2012-01-21T08:50:44.000+02:00
Case4277,Assign seriousness,2010-10-28T13:40:19.000+03:00
Case4277,Take in charge ticket,2010-10-28T13:45:09.000+03:00
Case4277,Resolve ticket,2010-10-28T13:45:20.000+03:00
Case4277,Closed,2010-12-18T14:50:43.000+02:00
Case4278,Assign seriousness,2012-01-05T15:50:13.000+02:00
Case4278,Take in charge ticket,2012-01-05T15:50:26.000+02:00
Case4278,Resolve ticket,2012-01-09T08:16:15.000+02:00
Case4278,Resolve ticket,2012-01-09T08:16:15.000+02:00
Case4278,Closed,2012-02-07T16:00:24.000+02:00
Case4279,Assign seriousness,2012-01-13T16:33:19.000+02:00
Case4279,Assign seriousness,2012-01-13T16:54:17.000+02:00
Case4279,Take in charge ticket,2012-01-16T08:34:48.000+02:00
Case4279,Resolve ticket,2012-01-16T09:06:13.000+02:00
Case4279,Closed,2012-02-26T16:40:38.000+02:00
Case4280,Assign seriousness,2011-03-11T09:12:51.000+02:00
Case4280,Take in charge ticket,2011-03-11T09:13:14.000+02:00
Case4280,Wait,2011-03-11T10:42:42.000+02:00
Case4280,Take in charge ticket,2011-03-15T11:17:38.000+02:00
Case4280,Wait,2011-03-15T11:17:53.000+02:00
Case4280,Take in charge ticket,2011-03-18T09:09:40.000+02:00
Case4280,Wait,2011-03-18T11:11:29.000+02:00
Case4280,Take in charge ticket,2011-03-21T10:16:20.000+02:00
Case4280,Resolve ticket,2011-03-21T10:51:39.000+02:00
Case4280,Closed,2011-04-23T14:10:51.000+03:00
Case4281,Assign seriousness,2011-05-11T16:06:46.000+03:00
Case4281,Take in charge ticket,2011-05-11T16:06:58.000+03:00
Case4281,Resolve ticket,2011-05-20T12:35:35.000+03:00
Case4281,Closed,2011-06-11T16:00:20.000+03:00
Case4282,Assign seriousness,2012-08-08T15:16:40.000+03:00
Case4282,Take in charge ticket,2012-08-09T07:40:03.000+03:00
Case4282,Resolve ticket,2012-08-09T07:40:21.000+03:00
Case4282,Closed,2012-09-08T10:20:31.000+03:00
Case4283,Assign seriousness,2011-01-03T08:32:40.000+02:00
Case4283,Take in charge ticket,2011-01-03T11:09:22.000+02:00
Case4283,Resolve ticket,2011-01-03T14:56:51.000+02:00
Case4283,Closed,2011-02-19T08:40:30.000+02:00
Case4284,Assign seriousness,2010-01-13T12:30:37.000+02:00
Case4284,Assign seriousness,2010-01-27T13:31:11.000+02:00
Case4284,Take in charge ticket,2010-01-27T13:31:18.000+02:00
Case4284,Resolve ticket,2010-01-27T13:31:24.000+02:00
Case4284,Take in charge ticket,2010-01-27T15:59:14.000+02:00
Case4284,Resolve ticket,2010-01-27T15:59:23.000+02:00
Case4284,Closed,2010-02-11T15:59:39.000+02:00
Case4284,Closed,2010-03-05T16:01:37.000+02:00
Case4285,Insert ticket,2010-05-19T13:14:32.000+03:00
Case4285,Assign seriousness,2010-05-19T13:15:14.000+03:00
Case4285,Take in charge ticket,2010-06-01T10:48:56.000+03:00
Case4285,Wait,2010-06-01T10:50:23.000+03:00
Case4285,Take in charge ticket,2010-06-03T13:38:40.000+03:00
Case4285,Resolve ticket,2010-06-03T13:38:55.000+03:00
Case4285,Closed,2010-06-22T13:20:22.000+03:00
Case4286,Assign seriousness,2012-06-28T15:40:58.000+03:00
Case4286,Take in charge ticket,2012-06-28T15:43:55.000+03:00
Case4286,Resolve ticket,2012-06-29T07:49:20.000+03:00
Case4286,Closed,2012-07-31T15:50:25.000+03:00
Case4287,Assign seriousness,2011-09-09T16:08:16.000+03:00
Case4287,Assign seriousness,2011-09-15T10:37:49.000+03:00
Case4287,Take in charge ticket,2011-09-15T10:37:56.000+03:00
Case4287,Resolve ticket,2011-10-06T14:12:05.000+03:00
Case4287,Closed,2011-10-21T14:12:23.000+03:00
Case4288,Assign seriousness,2010-04-23T10:42:05.000+03:00
Case4288,Take in charge ticket,2010-04-23T14:39:40.000+03:00
Case4288,Resolve ticket,2010-04-23T14:55:33.000+03:00
Case4288,Resolve ticket,2010-04-29T10:40:34.000+03:00
Case4288,Closed,2010-06-10T10:50:39.000+03:00
Case4289,Assign seriousness,2012-02-22T11:49:22.000+02:00
Case4289,Resolve ticket,2012-02-22T11:49:33.000+02:00
Case4289,Closed,2012-03-24T11:50:23.000+02:00
Case4290,Assign seriousness,2010-02-10T08:58:35.000+02:00
Case4290,Take in charge ticket,2010-02-23T14:58:59.000+02:00
Case4290,Resolve ticket,2010-02-23T15:15:40.000+02:00
Case4290,Closed,2010-03-13T09:00:39.000+02:00
Case4291,Assign seriousness,2011-09-01T13:39:40.000+03:00
Case4291,Resolve ticket,2011-09-01T13:59:02.000+03:00
Case4291,Closed,2011-10-08T13:40:37.000+03:00
Case4292,Assign seriousness,2012-05-14T12:51:03.000+03:00
Case4292,Take in charge ticket,2012-05-14T12:51:11.000+03:00
Case4292,Resolve ticket,2012-05-14T12:51:47.000+03:00
Case4292,Closed,2012-06-14T13:00:27.000+03:00
Case4293,Assign seriousness,2012-03-06T16:52:52.000+02:00
Case4293,Take in charge ticket,2012-03-07T11:28:56.000+02:00
Case4293,Resolve ticket,2012-03-12T13:28:42.000+02:00
Case4293,Closed,2012-04-13T16:00:22.000+03:00
Case4294,Assign seriousness,2011-09-27T12:53:57.000+03:00
Case4294,Assign seriousness,2011-09-28T12:14:19.000+03:00
Case4294,Take in charge ticket,2011-09-28T14:34:59.000+03:00
Case4294,Resolve ticket,2011-09-28T15:04:33.000+03:00
Case4294,Closed,2011-10-28T13:00:28.000+03:00
Case4295,Assign seriousness,2011-02-15T10:37:54.000+02:00
Case4295,Take in charge ticket,2011-02-15T10:42:01.000+02:00
Case4295,Resolve ticket,2011-03-04T15:53:26.000+02:00
Case4295,Closed,2011-04-03T14:53:51.000+03:00
Case4296,Assign seriousness,2010-05-11T14:05:51.000+03:00
Case4296,Take in charge ticket,2010-05-11T14:06:08.000+03:00
Case4296,Resolve ticket,2010-05-11T15:16:23.000+03:00
Case4296,Closed,2010-06-24T14:10:24.000+03:00
Case4297,Assign seriousness,2012-06-05T12:16:18.000+03:00
Case4297,Take in charge ticket,2012-06-06T07:17:21.000+03:00
Case4297,Resolve ticket,2012-06-06T12:53:22.000+03:00
Case4297,Closed,2012-07-06T12:20:22.000+03:00
Case4298,Assign seriousness,2012-07-17T14:16:05.000+03:00
Case4298,Resolve ticket,2012-07-17T14:16:29.000+03:00
Case4298,Closed,2012-09-08T14:20:41.000+03:00
Case4299,Assign seriousness,2011-12-27T15:52:34.000+02:00
Case4299,Take in charge ticket,2011-12-27T16:53:23.000+02:00
Case4299,Resolve ticket,2011-12-28T14:37:21.000+02:00
Case4299,Resolve ticket,2011-12-28T14:37:22.000+02:00
Case4299,Closed,2012-01-27T16:00:36.000+02:00
Case4300,Assign seriousness,2013-08-06T09:26:09.000+03:00
Case4300,Take in charge ticket,2013-08-06T12:53:55.000+03:00
Case4300,Wait,2013-08-12T14:15:13.000+03:00
Case4300,Wait,2013-08-14T14:20:00.000+03:00
Case4300,Resolve ticket,2013-08-23T12:54:41.000+03:00
Case4300,Closed,2013-09-07T12:54:50.000+03:00
Case4301,Assign seriousness,2013-04-03T14:30:49.000+03:00
Case4301,Take in charge ticket,2013-04-04T07:51:20.000+03:00
Case4301,Wait,2013-04-10T15:03:12.000+03:00
Case4301,Resolve ticket,2013-04-23T10:24:22.000+03:00
Case4301,Closed,2013-05-08T10:24:36.000+03:00
Case4302,Assign seriousness,2011-02-15T07:58:48.000+02:00
Case4302,Take in charge ticket,2011-02-15T08:03:48.000+02:00
Case4302,Resolve ticket,2011-02-15T08:05:32.000+02:00
Case4302,Closed,2011-04-08T16:00:31.000+03:00
Case4303,Assign seriousness,2010-11-23T11:14:21.000+02:00
Case4303,Take in charge ticket,2010-11-23T11:14:41.000+02:00
Case4303,Resolve ticket,2010-11-23T11:14:58.000+02:00
Case4303,Take in charge ticket,2010-11-25T09:13:24.000+02:00
Case4303,Resolve ticket,2010-12-14T14:26:48.000+02:00
Case4303,Closed,2011-01-13T14:27:07.000+02:00
Case4304,Assign seriousness,2012-04-02T14:36:46.000+03:00
Case4304,Take in charge ticket,2012-04-03T10:51:10.000+03:00
Case4304,Take in charge ticket,2012-04-06T08:45:53.000+03:00
Case4304,Resolve ticket,2012-04-13T11:01:59.000+03:00
Case4304,Closed,2012-05-03T14:40:23.000+03:00
Case4305,Assign seriousness,2012-06-20T14:36:38.000+03:00
Case4305,Take in charge ticket,2012-06-21T13:37:00.000+03:00
Case4305,Wait,2012-06-21T13:37:26.000+03:00
Case4305,Resolve ticket,2012-06-25T08:41:57.000+03:00
Case4305,Closed,2012-08-04T09:50:18.000+03:00
Case4306,Assign seriousness,2010-12-02T09:52:55.000+02:00
Case4306,Take in charge ticket,2010-12-02T10:10:31.000+02:00
Case4306,Resolve ticket,2010-12-02T10:11:37.000+02:00
Case4306,Closed,2011-01-05T10:00:52.000+02:00
Case4307,Assign seriousness,2010-09-03T07:13:54.000+03:00
Case4307,Take in charge ticket,2010-09-10T15:23:23.000+03:00
Case4307,Resolve ticket,2010-09-15T09:08:00.000+03:00
Case4307,Closed,2010-10-30T09:08:31.000+03:00
Case4308,Assign seriousness,2011-09-15T09:32:13.000+03:00
Case4308,Take in charge ticket,2011-09-15T09:32:46.000+03:00
Case4308,Resolve ticket,2011-09-15T10:17:38.000+03:00
Case4308,Closed,2011-11-02T10:40:24.000+02:00
Case4309,Assign seriousness,2012-06-11T07:12:31.000+03:00
Case4309,Take in charge ticket,2012-06-20T13:45:36.000+03:00
Case4309,Wait,2012-06-25T15:30:13.000+03:00
Case4309,Resolve ticket,2012-06-26T07:06:00.000+03:00
Case4309,Closed,2012-07-12T08:00:23.000+03:00
Case4310,Assign seriousness,2010-04-12T07:41:13.000+03:00
Case4310,Take in charge ticket,2010-04-12T07:41:21.000+03:00
Case4310,Resolve ticket,2010-04-23T08:13:13.000+03:00
Case4310,Closed,2010-05-28T07:51:36.000+03:00
Case4311,Assign seriousness,2012-05-25T14:24:46.000+03:00
Case4311,Take in charge ticket,2012-05-25T16:37:19.000+03:00
Case4311,Resolve ticket,2012-05-25T16:39:45.000+03:00
Case4311,Closed,2012-07-12T14:30:29.000+03:00
Case4312,Assign seriousness,2010-12-16T11:06:41.000+02:00
Case4312,Take in charge ticket,2010-12-16T11:07:00.000+02:00
Case4312,Resolve ticket,2010-12-16T11:18:31.000+02:00
Case4312,Closed,2011-02-03T11:10:51.000+02:00
Case4313,Assign seriousness,2012-07-19T07:32:21.000+03:00
Case4313,Take in charge ticket,2012-07-19T07:32:34.000+03:00
Case4313,Resolve ticket,2012-07-19T08:25:47.000+03:00
Case4313,Closed,2012-09-05T07:41:21.000+03:00
Case4314,Assign seriousness,2012-01-11T10:39:13.000+02:00
Case4314,Take in charge ticket,2012-01-16T09:45:21.000+02:00
Case4314,Wait,2012-01-18T09:01:39.000+02:00
Case4314,Resolve ticket,2012-01-19T09:23:43.000+02:00
Case4314,Closed,2012-02-14T11:00:29.000+02:00
Case4315,Assign seriousness,2012-02-10T14:52:23.000+02:00
Case4315,Take in charge ticket,2012-02-13T08:07:40.000+02:00
Case4315,Resolve ticket,2012-02-28T12:13:54.000+02:00
Case4315,Closed,2012-03-14T12:14:05.000+02:00
Case4316,Assign seriousness,2010-11-22T11:08:42.000+02:00
Case4316,Take in charge ticket,2010-11-22T14:54:42.000+02:00
Case4316,Resolve ticket,2010-11-22T16:32:25.000+02:00
Case4316,Closed,2010-12-24T11:10:27.000+02:00
Case4317,Assign seriousness,2012-04-13T07:59:44.000+03:00
Case4317,Resolve ticket,2012-04-13T08:00:59.000+03:00
Case4317,Resolve ticket,2012-04-13T08:01:00.000+03:00
Case4317,Closed,2012-05-23T08:00:35.000+03:00
Case4318,Assign seriousness,2011-03-28T11:01:04.000+03:00
Case4318,Take in charge ticket,2011-03-28T11:01:50.000+03:00
Case4318,Resolve ticket,2011-03-28T16:24:12.000+03:00
Case4318,Closed,2011-04-28T11:00:22.000+03:00
Case4319,Assign seriousness,2012-05-09T09:18:27.000+03:00
Case4319,Take in charge ticket,2012-05-10T07:15:17.000+03:00
Case4319,Resolve ticket,2012-05-10T07:25:20.000+03:00
Case4319,Closed,2012-06-22T09:20:32.000+03:00
Case4320,Assign seriousness,2011-10-20T15:57:36.000+03:00
Case4320,Take in charge ticket,2011-10-28T12:46:18.000+03:00
Case4320,Resolve ticket,2011-10-28T13:58:50.000+03:00
Case4320,Closed,2011-12-07T17:00:40.000+02:00
Case4321,Assign seriousness,2010-10-07T15:03:31.000+03:00
Case4321,Take in charge ticket,2010-10-08T13:59:09.000+03:00
